Drug,Gene
Nutlin-3a (-),DOK6
Nutlin-3a (-),NOX4
Nutlin-3a (-),SCIMP
Nutlin-3a (-),B3GAT3
Nutlin-3a (-),PLEKHA7
Nutlin-3a (-),NDP
Nutlin-3a (-),ASAP3
Nutlin-3a (-),SAR1A
Nutlin-3a (-),PGF
Nutlin-3a (-),KRTAP4-2
Nutlin-3a (-),CAMK4
Nutlin-3a (-),PAGE2
Nutlin-3a (-),CYP46A1
Nutlin-3a (-),DPF1
Nutlin-3a (-),ROS1
Nutlin-3a (-),PEX5L
Nutlin-3a (-),TTC21A
Nutlin-3a (-),CACNA2D1
Nutlin-3a (-),GTF2E1
Nutlin-3a (-),C2orf76
Nutlin-3a (-),SEPT7
Nutlin-3a (-),TEX36
Nutlin-3a (-),LGI1
Nutlin-3a (-),FAM108C1
Nutlin-3a (-),PHACTR1
Nutlin-3a (-),SH3BGRL2
Nutlin-3a (-),ITGA10
Nutlin-3a (-),CNTNAP1
Nutlin-3a (-),TRAV12-3
Nutlin-3a (-),FAM13C
Nutlin-3a (-),PPP1R26
Nutlin-3a (-),ADAMTS3
Nutlin-3a (-),STX4
Nutlin-3a (-),SLC44A1
Nutlin-3a (-),ACVR1
Nutlin-3a (-),ZBTB8OS
Nutlin-3a (-),THOC5
Nutlin-3a (-),STAM
Nutlin-3a (-),CYBASC3
Nutlin-3a (-),HSD17B10
Nutlin-3a (-),SBSPON
Nutlin-3a (-),PTCH2
Nutlin-3a (-),TRIM10
Nutlin-3a (-),ZDHHC22
Nutlin-3a (-),GLIS1
Nutlin-3a (-),ITM2A
Nutlin-3a (-),CST11
Nutlin-3a (-),CHRDL1
Nutlin-3a (-),RGS3
Nutlin-3a (-),Unnamed: 16634
Nutlin-3a (-),INO80E
Nutlin-3a (-),Unnamed: 16292
Nutlin-3a (-),CD70
Nutlin-3a (-),ICK
Nutlin-3a (-),IREB2
Nutlin-3a (-),UMODL1
OSI-027,RAB41
OSI-027,OPCML
OSI-027,DCTD
OSI-027,SLC34A1
OSI-027,ZNF207
OSI-027,PHF3
OSI-027,ITGB7
OSI-027,CST8
OSI-027,DEFB128
OSI-027,SLC17A1
OSI-027,LAMA1
OSI-027,TSPYL2
OSI-027,TRHR
OSI-027,UBE2C
OSI-027,SRP19
OSI-027,PTGDR2
OSI-027,Unnamed: 16770
OSI-027,DNAJB9
OSI-027,C17orf78
OSI-027,C12orf73
OSI-027,OR5AN1
OSI-027,DNHD1
OSI-027,CYP4B1
OSI-027,Unnamed: 17609
OSI-027,TGOLN2
OSI-027,PCSK2
OSI-027,MMRN1
OSI-027,PDE6A
OSI-027,GPER
OSI-027,OVCH1
OSI-027,PPP1R32
OSI-027,IGHV4-34
OSI-027,S100A10
OSI-027,DEFA6
OSI-027,AMELX
OSI-027,ORC5
OSI-027,MRPS33
OSI-027,SNAI3
OSI-027,CITED1
OSI-027,SLC26A3
OSI-027,TAC1
OSI-027,GLDN
OSI-027,SLC2A2
OSI-027,CSNK1E
OSI-027,UBE2CP1
OSI-027,SSX3
OSI-027,ATP8A2
OSI-027,FAM92A1P1
OSI-027,TBC1D3P5
OSI-027,C1D
OSI-027,SCAPER
OSI-027,Unnamed: 17518
OSI-027,SPTBN5
OSI-027,CHST15
OSI-027,AHSP
OSI-027,ZNF527
OSI-027,TMEM161B
OSI-027,WFIKKN2
OSI-027,OR5M3
OSI-027,PTF1A
OSI-027,FAM174A
OSI-027,TMPRSS15
OSI-027,DMRTB1
OSI-027,RBL1
OSI-027,SPTBN1
OSI-027,CHMP7
OSI-027,MRGPRX1
OSI-027,PACSIN1
OSI-027,HDGFL1
OSI-027,LRRIQ4
OSI-027,ARHGAP36
OSI-027,CA2
OSI-027,FRMD1
OSI-027,FAM183B
OSI-027,DCAF12L2
OSI-027,MYL1
OSI-027,LRRC15
OSI-027,MIOX
OSI-027,HLA-DOA
OSI-027,SGK1
OSI-027,Unnamed: 16313
OSI-027,GOT1L1
OSI-027,CNTN2
OSI-027,ZDHHC4
OSI-027,KDM4E
OSI-027,FAM78A
OSI-027,LNPEP
OSI-027,OR8D4
OSI-027,CFTR
OSI-027,CLEC4M
OSI-027,CDH23
OSI-027,CORIN
OSI-027,OR2F2
OSI-027,PRKRIP1
OSI-027,MED22
OSI-027,FGFBP3
OSI-027,AQP8
OSI-027,DLD
OSI-027,GLUD2
OSI-027,SLC5A12
Olaparib,ST3GAL2
Olaparib,KRT19
Olaparib,ZNF780A
Olaparib,RCAN3
Olaparib,MAP4K3
Olaparib,GATA2
Olaparib,RETSAT
Olaparib,ADAMTS3
Olaparib,CRB3
Olaparib,MS4A1
Olaparib,JUP
Olaparib,P2RX4
Olaparib,NPC1
Olaparib,SKIL
Olaparib,PROS1
Olaparib,NDUFAF2
Olaparib,CALML5
Olaparib,SEMA3F
Olaparib,CDS1
Olaparib,ARHGEF16
Olaparib,Unnamed: 13394
Olaparib,CDKN2AIPNL
Olaparib,PSMD3
Olaparib,EPPK1
Olaparib,LSR
Olaparib,PKP3
Olaparib,GPC6
Olaparib,FAM174B
Olaparib,LASP1
Olaparib,ALPK1
Olaparib,EPCAM
Olaparib,RFT1
Olaparib,CDH11
Olaparib,CD70
Olaparib,MANSC1
Olaparib,PPP1R3B
Olaparib,GAREM
Olaparib,INSL4
Olaparib,LDHC
Olaparib,DNAJA4
Olaparib,SUSD5
Olaparib,PRR16
Olaparib,MRPL45
Olaparib,DDX52
Olaparib,PRAMEF12
Olaparib,UBE2G2
Olaparib,ALPK2
Olaparib,TSPAN13
Olaparib,TCL1A
Olaparib,SLFN13
Olaparib,CD99L2
Olaparib,SPINT1
Olaparib,AP1S2
Olaparib,CCR7
Olaparib,TANGO6
Olaparib,ZNF595
Olaparib,IGSF3
Olaparib,GXYLT2
Olaparib,TFF2
Olaparib,NSUN7
Olaparib,PRPF40B
Olaparib,RSPO2
Olaparib,CLMP
Olaparib,C18orf8
Olaparib,ZSCAN29
Olaparib,TADA2A
Olaparib,TMEM45B
Olaparib,TMEM87A
Olaparib,SH3YL1
Olaparib,SLC37A1
Olaparib,FPR1
Olaparib,CCL2
Olaparib,IKZF3
Olaparib,C1QBP
Olaparib,PLEKHA7
Olaparib,SYNRG
Olaparib,Unnamed: 5904
Olaparib,MED24
Olaparib,ZNF521
Olaparib,EFHA2
Olaparib,MLLT6
Olaparib,BIVM
Olaparib,MAP7
Olaparib,NT5DC1
Olaparib,PCGF2
Olaparib,DHRS7
Olaparib,MALT1
Olaparib,RAB25
Olaparib,SBSPON
Olaparib,FPR3
Olaparib,SKIV2L2
Olaparib,Unnamed: 17085
Olaparib,TCN1
Olaparib,SYTL1
Olaparib,LYRM7
Olaparib,DDR1
Olaparib,PPCDC
Olaparib,PGRMC1
Olaparib,NOB1
Olaparib,STMN3
Osimertinib,RCOR3
Osimertinib,RBM15
Osimertinib,ANGEL2
Osimertinib,KLF1
Osimertinib,PLXNA2
Osimertinib,ZNF860
Osimertinib,AVPI1
Osimertinib,C19orf21
Osimertinib,CMBL
Osimertinib,PRRC2C
Osimertinib,PHF21A
Osimertinib,MIER1
Osimertinib,FABP6
Osimertinib,GABRB2
Osimertinib,KRTAP6-1
Osimertinib,GPT2
Osimertinib,CYP26B1
Osimertinib,SLC35F4
Osimertinib,ZCCHC14
Osimertinib,LCP2
Osimertinib,SLC7A1
Osimertinib,HNRNPU-AS1
Osimertinib,ORMDL2
Osimertinib,OST4
Osimertinib,CEP170
Osimertinib,Unnamed: 17712
Osimertinib,USP1
Osimertinib,TSEN15
Osimertinib,OSBPL6
Osimertinib,PDGFB
Osimertinib,C4orf40
Osimertinib,MMAA
Osimertinib,USP24
Osimertinib,PTGDR
Osimertinib,FBXO6
Osimertinib,GNB1L
Osimertinib,LRRC40
Osimertinib,NAV1
Osimertinib,POP5
Osimertinib,C11orf63
Osimertinib,TMA16
Osimertinib,HPGDS
Osimertinib,ZNF236
Osimertinib,ID3
Osimertinib,DIP2B
Osimertinib,FCGR2B
Osimertinib,CRTAP
Osimertinib,UTS2
Osimertinib,GBA2
Osimertinib,INTS6
Osimertinib,PKD1
Osimertinib,ETFA
Osimertinib,TLCD1
Osimertinib,DIO3OS
Osimertinib,SIAH1
Osimertinib,RPRD2
Osimertinib,EPC2
Osimertinib,CT62
Osimertinib,LRIG2
Osimertinib,MFSD2B
Osimertinib,TMEM184C
Osimertinib,MTMR4
Osimertinib,ASB17
Osimertinib,MAGOH
Osimertinib,SLC30A6
Osimertinib,GTPBP2
Osimertinib,ALG3
Osimertinib,RBM33
Osimertinib,SH3GL2
Osimertinib,HEATR3
Osimertinib,GPHB5
Osimertinib,SRSF11
Osimertinib,RGS18
Osimertinib,PTH2
Osimertinib,NPC1
Osimertinib,MST1
Osimertinib,ARNTL
Osimertinib,DCP1A
Osimertinib,NUPL1
Osimertinib,FASLG
Osimertinib,MRPL43
Osimertinib,GALNTL5
Osimertinib,ANKRD13C
Osimertinib,C14orf80
Osimertinib,EML6
Osimertinib,MYSM1
Osimertinib,PTGIR
Osimertinib,PRKAG1
Osimertinib,NFYC
Osimertinib,INPP5E
Osimertinib,DNAJA4
Osimertinib,SUGP2
Osimertinib,MARCH3
Osimertinib,FTSJ3
Osimertinib,MOB2
Osimertinib,CC2D1B
Osimertinib,KIF21B
Osimertinib,RFXANK
Osimertinib,NISCH
Osimertinib,ANGPT4
Oxaliplatin,PHACTR1
Oxaliplatin,PAGE2
Oxaliplatin,MMP16
Oxaliplatin,CST11
Oxaliplatin,FAM9A
Oxaliplatin,SLC1A2
Oxaliplatin,NECAB1
Oxaliplatin,FAM9B
Oxaliplatin,LGI1
Oxaliplatin,FAM13C
Oxaliplatin,PRKG1
Oxaliplatin,HAL
Oxaliplatin,NDP
Oxaliplatin,ABHD12B
Oxaliplatin,STXBP5L
Oxaliplatin,ABP1
Oxaliplatin,LHFPL5
Oxaliplatin,SLC26A3
Oxaliplatin,AFP
Oxaliplatin,COX6C
Oxaliplatin,ZDHHC22
Oxaliplatin,SP8
Oxaliplatin,HRSP12
Oxaliplatin,OTUD6B
Oxaliplatin,INO80
Oxaliplatin,PERP
Oxaliplatin,Unnamed: 16634
Oxaliplatin,TCEB1
Oxaliplatin,MDGA1
Oxaliplatin,SMCP
Oxaliplatin,TTC21A
Oxaliplatin,EMC10
Oxaliplatin,TUBGCP4
Oxaliplatin,SCN4B
Oxaliplatin,PAG1
Oxaliplatin,NUP54
Oxaliplatin,CD302
Oxaliplatin,SLC6A12
Oxaliplatin,OR1D2
Oxaliplatin,UHMK1
Oxaliplatin,MPP2
Oxaliplatin,TRIM55
Oxaliplatin,VPS13B
Oxaliplatin,POLG
Oxaliplatin,SNAP25
Oxaliplatin,RPUSD2
Oxaliplatin,STX4
Oxaliplatin,ITGA6
Oxaliplatin,VN1R4
Oxaliplatin,OR5D14
Oxaliplatin,NIN
Oxaliplatin,WNT2
Oxaliplatin,GPC4
Oxaliplatin,ODF4
Oxaliplatin,FRMPD1
Oxaliplatin,APOA2
Oxaliplatin,CA4
Oxaliplatin,LRRC69
Oxaliplatin,C3AR1
Oxaliplatin,MS4A1
Oxaliplatin,SCAF1
Oxaliplatin,NPC1
Oxaliplatin,IPPK
Oxaliplatin,DIO1
Oxaliplatin,GJA1
Oxaliplatin,KRTAP5-3
Oxaliplatin,WIPI1
Oxaliplatin,ZSCAN29
Oxaliplatin,UBE3A
Oxaliplatin,THAP9
Oxaliplatin,LSR
Oxaliplatin,Unnamed: 16484
Oxaliplatin,STAB1
Oxaliplatin,NEU3
Oxaliplatin,DECR1
Oxaliplatin,TECPR1
Oxaliplatin,RFK
Oxaliplatin,TUBGCP5
Oxaliplatin,TMCO2
Oxaliplatin,NUPL2
Oxaliplatin,RMDN1
Oxaliplatin,TTC23
Oxaliplatin,PCDH19
Oxaliplatin,ATG13
Oxaliplatin,LSM5
Oxaliplatin,SYNPO2
Oxaliplatin,C21orf88
Oxaliplatin,STK3
Oxaliplatin,GABRD
Oxaliplatin,NIPA1
Oxaliplatin,CDAN1
Oxaliplatin,UBE2G2
Oxaliplatin,TMEM55A
Oxaliplatin,A4GALT
Oxaliplatin,HHLA2
Oxaliplatin,RPL30
Oxaliplatin,CXorf64
Oxaliplatin,PSMD11
Oxaliplatin,LACTB2
Oxaliplatin,IL16
P22077,DRP2
P22077,RETSAT
P22077,TMCO2
P22077,GDI2
P22077,Unnamed: 17697
P22077,C2orf70
P22077,LRRC45
P22077,EXOC4
P22077,FAT2
P22077,OR2A25
P22077,OR7D2
P22077,MS4A1
P22077,CCDC47
P22077,PLLP
P22077,C1orf138
P22077,PTPRJ
P22077,HLA-DPB1
P22077,GNA13
P22077,PATE4
P22077,SLC30A7
P22077,STXBP3
P22077,TMEM52
P22077,PCDH8
P22077,Unnamed: 17166
P22077,VAMP4
P22077,AGAP2
P22077,TIAL1
P22077,NLRP7
P22077,C5orf4
P22077,WNT2
P22077,BCAP29
P22077,NUB1
P22077,ANGPT2
P22077,TM2D3
P22077,CTTNBP2NL
P22077,CD164L2
P22077,METTL2A
P22077,TMEM167B
P22077,FPR3
P22077,PEA15
P22077,RHEB
P22077,ESYT2
P22077,GNAI3
P22077,ADAD1
P22077,Unnamed: 17145
P22077,SIGLEC10
P22077,OR5D14
P22077,TEX2
P22077,C5orf52
P22077,FABP6
P22077,P2RX7
P22077,AHCYL1
P22077,OR52J3
P22077,TFF2
P22077,HIST1H1D
P22077,GCSAM
P22077,TCL1A
P22077,SSU72P8
P22077,NEUROG1
P22077,UBE2O
P22077,TNFSF4
P22077,DCAF7
P22077,REXO2
P22077,Unnamed: 16496
P22077,DNAJA4
P22077,SIGLEC7
P22077,RFPL4B
P22077,PCSK7
P22077,GNLY
P22077,C9orf153
P22077,CALN1
P22077,DUOXA2
P22077,NHLH2
P22077,RPS27A
P22077,PRAMEF12
P22077,GSC
P22077,HOXD10
P22077,PRAMEF1
P22077,RWDD3
P22077,RASGRP2
P22077,TAS2R9
P22077,GDAP1L1
P22077,ZYX
P22077,LINS
P22077,GPR123
P22077,CXXC11
P22077,AP1S3
P22077,T
P22077,GDAP2
P22077,NUP85
P22077,IGJ
P22077,CIC
P22077,SLC25A22
P22077,DYDC2
P22077,ACER1
P22077,C11orf21
P22077,RHOC
P22077,PAX3
P22077,C4BPB
P22077,RPS4Y1
PD0325901,NTRK3
PD0325901,SFRP2
PD0325901,ST8SIA2
PD0325901,HTR2A
PD0325901,CHRDL1
PD0325901,FAM20A
PD0325901,RSPO2
PD0325901,CLMP
PD0325901,GPC6
PD0325901,OLFML2B
PD0325901,P4HA3
PD0325901,GAP43
PD0325901,RCAN3
PD0325901,CD70
PD0325901,BNC2
PD0325901,TTC28
PD0325901,PGF
PD0325901,RHPN2
PD0325901,LRCH2
PD0325901,PRRX2
PD0325901,IL26
PD0325901,CAMK1
PD0325901,CREG1
PD0325901,SLIT3
PD0325901,ALPK2
PD0325901,LSR
PD0325901,HMOX1
PD0325901,MGAT4C
PD0325901,OVOL2
PD0325901,PRR3
PD0325901,KCNT2
PD0325901,ADAMTS3
PD0325901,RFX8
PD0325901,CAMK4
PD0325901,CDH11
PD0325901,EPCAM
PD0325901,Unnamed: 17085
PD0325901,SPINT2
PD0325901,SLITRK2
PD0325901,CA4
PD0325901,PFAS
PD0325901,GXYLT2
PD0325901,CYTL1
PD0325901,MYO6
PD0325901,SIRT1
PD0325901,IL4I1
PD0325901,TBX15
PD0325901,FBN2
PD0325901,Unnamed: 5904
PD0325901,PLS1
PD0325901,C15orf26
PD0325901,SORCS3
PD0325901,DIO3
PD0325901,REP15
PD0325901,ZZEF1
PD0325901,NIPAL3
PD0325901,JUP
PD0325901,GPR88
PD0325901,MSRA
PD0325901,UBXN1
PD0325901,PROS1
PD0325901,DHRS7
PD0325901,VTCN1
PD0325901,TBXA2R
PD0325901,TMEM54
PD0325901,ZEB1
PD0325901,THBS2
PD0325901,FUCA1
PD0325901,MTUS1
PD0325901,RNF122
PD0325901,FOXG1
PD0325901,NCAM1
PD0325901,Unnamed: 6603
PD0325901,TBX18
PD0325901,C1orf172
PD0325901,RAPGEF5
PD0325901,PRUNE2
PD0325901,GTF2F1
PD0325901,C10orf35
PD0325901,CSNK1D
PD0325901,DSP
PD0325901,GLIS1
PD0325901,LRRN1
PD0325901,PTGFR
PD0325901,BSPRY
PD0325901,HRH1
PD0325901,F11R
PD0325901,EBF1
PD0325901,TMTC1
PD0325901,DSEL
PD0325901,SMAD7
PD0325901,RGS17
PD0325901,ZNF521
PD0325901,KCNIP1
PD0325901,PCTP
PD0325901,TNFAIP6
PD0325901,DZIP1
PD0325901,GFPT1
PD0325901,SMARCE1
PD0325901,RHO
PD173074,GJB2
PD173074,SLC47A1
PD173074,WDR65
PD173074,EFCAB1
PD173074,EMR1
PD173074,LRRN4CL
PD173074,VIT
PD173074,DDX53
PD173074,C1QBP
PD173074,PM20D1
PD173074,LYRM4
PD173074,FAM71E1
PD173074,CXorf40A
PD173074,LIN28B
PD173074,TACR2
PD173074,CRYGS
PD173074,OR5H1
PD173074,MIS12
PD173074,Unnamed: 5287
PD173074,ZFP64
PD173074,GALM
PD173074,TLL1
PD173074,ZNRD1
PD173074,AKAP5
PD173074,LATS1
PD173074,TAOK1
PD173074,CCDC8
PD173074,DMRTA2
PD173074,TRAF3
PD173074,PNO1
PD173074,DLG3
PD173074,OR9G1
PD173074,FOPNL
PD173074,IDS
PD173074,RPL28
PD173074,KCNJ15
PD173074,RPL3L
PD173074,ALX1
PD173074,AJAP1
PD173074,MSR1
PD173074,OR5B12
PD173074,OR2T1
PD173074,KBTBD11
PD173074,ROCK1
PD173074,TMEM52B
PD173074,SLC10A4
PD173074,TTC12
PD173074,GJB6
PD173074,SHISA7
PD173074,RIOK1
PD173074,SCFD2
PD173074,FOXL2
PD173074,AKAP4
PD173074,PPP1R3B
PD173074,OSGEPL1
PD173074,USP39
PD173074,SERPINB13
PD173074,STX3
PD173074,FOXI2
PD173074,A1BG
PD173074,RSL1D1
PD173074,STS
PD173074,PPAT
PD173074,CCDC102A
PD173074,QTRTD1
PD173074,TNNT3
PD173074,NOB1
PD173074,ISOC2
PD173074,RNF181
PD173074,SOHLH2
PD173074,SPANXD
PD173074,GRB2
PD173074,CHRM5
PD173074,ZSCAN22
PD173074,CNTD2
PD173074,IDO1
PD173074,TSR1
PD173074,PIP
PD173074,SPINT3
PD173074,ARHGAP1
PD173074,ABTB1
PD173074,SOX7
PD173074,GPR133
PD173074,DNAJC18
PD173074,RBM46
PD173074,UBIAD1
PD173074,CALML5
PD173074,PRMT3
PD173074,ZNF195
PD173074,KLF1
PD173074,SLC16A6
PD173074,NFKB1
PD173074,SYNGAP1
PD173074,OR1B1
PD173074,LECT2
PD173074,PUS7
PD173074,DIEXF
PD173074,HEATR5A
PD173074,WDR12
PD173074,DIMT1
PFI-1,SCAF11
PFI-1,PGM5
PFI-1,POLR2F
PFI-1,DPP8
PFI-1,KIF2B
PFI-1,AQR
PFI-1,GMEB1
PFI-1,PHACTR4
PFI-1,CENPC1
PFI-1,ARFIP1
PFI-1,GIMAP6
PFI-1,PHF13
PFI-1,DUSP7
PFI-1,UBE4B
PFI-1,EXOC1
PFI-1,BTBD6
PFI-1,GPSM3
PFI-1,HILS1
PFI-1,EVX2
PFI-1,KTN1
PFI-1,GLTPD1
PFI-1,MSI2
PFI-1,STRN3
PFI-1,PEX11A
PFI-1,CSF2RB
PFI-1,LARP4
PFI-1,OR7D4
PFI-1,KLHL28
PFI-1,MAP7D1
PFI-1,PMM1
PFI-1,PCDHB1
PFI-1,OR1L4
PFI-1,CCDC162P
PFI-1,RNASE6
PFI-1,PIK3CG
PFI-1,RANBP2
PFI-1,SNX15
PFI-1,METTL14
PFI-1,HECTD1
PFI-1,TMLHE
PFI-1,PLEKHB2
PFI-1,FGD1
PFI-1,TTLL1
PFI-1,C1orf27
PFI-1,POTEC
PFI-1,CNKSR2
PFI-1,CBY1
PFI-1,OR8I2
PFI-1,CD14
PFI-1,WNK2
PFI-1,PNLIP
PFI-1,PPID
PFI-1,OR6C74
PFI-1,SAMD13
PFI-1,ELAVL2
PFI-1,TMEM184C
PFI-1,GDF5OS
PFI-1,GDPD2
PFI-1,NPY6R
PFI-1,PM20D1
PFI-1,EIF2C1
PFI-1,OR6B1
PFI-1,LCE1E
PFI-1,NAA15
PFI-1,NXNL2
PFI-1,ZNF704
PFI-1,PXDNL
PFI-1,INTS9
PFI-1,RPS3A
PFI-1,NTRK1
PFI-1,KRT26
PFI-1,OR1I1
PFI-1,TPGS2
PFI-1,C4BPB
PFI-1,JKAMP
PFI-1,RGP1
PFI-1,TSPO
PFI-1,PPP1R8
PFI-1,MFSD7
PFI-1,XPNPEP2
PFI-1,IP6K3
PFI-1,DCAF4L1
PFI-1,MAN1A2
PFI-1,SF3A2
PFI-1,TDRD3
PFI-1,GK3P
PFI-1,MTFR1
PFI-1,KLHL21
PFI-1,DNAJC3
PFI-1,INSRR
PFI-1,SFXN1
PFI-1,MEX3C
PFI-1,ATP5F1
PFI-1,CHADL
PFI-1,GNB1
PFI-1,TMX4
PFI-1,RAC3
PFI-1,UBE2R2
PFI-1,SDF4
PFI-1,CSNK1E
PLX-4720,SFRP2
PLX-4720,RSPO2
PLX-4720,HTR2A
PLX-4720,CHRDL1
PLX-4720,NTRK3
PLX-4720,P4HA3
PLX-4720,GPC6
PLX-4720,ST8SIA2
PLX-4720,IL26
PLX-4720,FAM20A
PLX-4720,CAMK4
PLX-4720,CLMP
PLX-4720,OLFML2B
PLX-4720,CD70
PLX-4720,LRCH2
PLX-4720,CA4
PLX-4720,SBSPON
PLX-4720,ADAMTS3
PLX-4720,CPT1C
PLX-4720,RFX8
PLX-4720,GAP43
PLX-4720,MYO6
PLX-4720,CYTL1
PLX-4720,TBXA2R
PLX-4720,FBXO10
PLX-4720,SORCS3
PLX-4720,THBS2
PLX-4720,PTGFR
PLX-4720,KCNIP1
PLX-4720,NCAM1
PLX-4720,SPON2
PLX-4720,RFT1
PLX-4720,GLIS1
PLX-4720,BNC2
PLX-4720,SLIT3
PLX-4720,CDH11
PLX-4720,ALPK2
PLX-4720,DNAH6
PLX-4720,SMARCE1
PLX-4720,COL15A1
PLX-4720,SPINT2
PLX-4720,MGAT4C
PLX-4720,DOK6
PLX-4720,HMOX1
PLX-4720,MAP4K3
PLX-4720,DIO3
PLX-4720,IGFN1
PLX-4720,UST
PLX-4720,PGF
PLX-4720,KRT8
PLX-4720,Unnamed: 17085
PLX-4720,FUCA1
PLX-4720,SLITRK2
PLX-4720,ILDR1
PLX-4720,Unnamed: 5904
PLX-4720,EPCAM
PLX-4720,PRUNE2
PLX-4720,RAB33A
PLX-4720,RASSF7
PLX-4720,LSR
PLX-4720,CNRIP1
PLX-4720,RBP4
PLX-4720,SOWAHD
PLX-4720,HLX
PLX-4720,LSAMP
PLX-4720,TCF4
PLX-4720,PRRX2
PLX-4720,EBF1
PLX-4720,CCDC142
PLX-4720,PTCD2
PLX-4720,NKX6-1
PLX-4720,NRIP1
PLX-4720,RHPN2
PLX-4720,DSEL
PLX-4720,TMEM39B
PLX-4720,FAM110C
PLX-4720,SLC44A1
PLX-4720,PLAC9
PLX-4720,ITGA10
PLX-4720,FBN2
PLX-4720,Unnamed: 13394
PLX-4720,GRHL2
PLX-4720,TTC28
PLX-4720,PACRG
PLX-4720,TBX18
PLX-4720,CDS1
PLX-4720,OVOL2
PLX-4720,DSP
PLX-4720,JUP
PLX-4720,GXYLT2
PLX-4720,Unnamed: 17279
PLX-4720,PPP1R26
PLX-4720,NR1H4
PLX-4720,KRT19
PLX-4720,SLC37A1
PLX-4720,PRKCZ
PLX-4720,CREG1
PLX-4720,DDR1
PLX-4720,GML
PLX-4720,ISLR2
Paclitaxel,RASGRP1
Paclitaxel,TMEM223
Paclitaxel,RNF144A
Paclitaxel,C19orf57
Paclitaxel,DOCK2
Paclitaxel,FBXO41
Paclitaxel,SCAF4
Paclitaxel,PCDH8
Paclitaxel,LIMA1
Paclitaxel,WFDC1
Paclitaxel,FAM19A3
Paclitaxel,TLN2
Paclitaxel,MGAT4B
Paclitaxel,TADA2A
Paclitaxel,ZNF595
Paclitaxel,RPL10
Paclitaxel,BRSK2
Paclitaxel,MEF2C
Paclitaxel,SYNRG
Paclitaxel,TBX21
Paclitaxel,ZNF197
Paclitaxel,LDHC
Paclitaxel,CSNK1E
Paclitaxel,ELAVL2
Paclitaxel,C1orf105
Paclitaxel,Unnamed: 17709
Paclitaxel,IL12RB2
Paclitaxel,GOLGA8A
Paclitaxel,RCCD1
Paclitaxel,RAD51D
Paclitaxel,FAM151B
Paclitaxel,SRRM1
Paclitaxel,GABBR2
Paclitaxel,ZNF234
Paclitaxel,BRPF1
Paclitaxel,ZNF275
Paclitaxel,CYP4F22
Paclitaxel,MS4A1
Paclitaxel,ESYT3
Paclitaxel,OCIAD1
Paclitaxel,NKX6-2
Paclitaxel,PAPSS1
Paclitaxel,HEY2
Paclitaxel,PHLDA3
Paclitaxel,SP4
Paclitaxel,LURAP1L
Paclitaxel,SEZ6L
Paclitaxel,NANS
Paclitaxel,DUSP27
Paclitaxel,PDE3B
Paclitaxel,KDM1A
Paclitaxel,IPPK
Paclitaxel,C7orf72
Paclitaxel,C22orf31
Paclitaxel,MRPL13
Paclitaxel,ANKRD36
Paclitaxel,Unnamed: 8618
Paclitaxel,C9orf41
Paclitaxel,C5orf28
Paclitaxel,AKAP8L
Paclitaxel,RNF138
Paclitaxel,FAM206A
Paclitaxel,TTC26
Paclitaxel,SCFD2
Paclitaxel,ITPKB
Paclitaxel,LRRFIP1
Paclitaxel,RGMA
Paclitaxel,TFF2
Paclitaxel,ZNF701
Paclitaxel,GLIPR2
Paclitaxel,RAB9B
Paclitaxel,PCDHB9
Paclitaxel,DSC1
Paclitaxel,EIF3H
Paclitaxel,C19orf38
Paclitaxel,OR5AN1
Paclitaxel,COL9A3
Paclitaxel,PIK3AP1
Paclitaxel,ZCCHC18
Paclitaxel,CELF4
Paclitaxel,AGPAT9
Paclitaxel,ARL6IP6
Paclitaxel,NEUROG2
Paclitaxel,SLC38A6
Paclitaxel,OPCML
Paclitaxel,RPRML
Paclitaxel,FSTL4
Paclitaxel,ZNF514
Paclitaxel,TUBA4A
Paclitaxel,BLVRB
Paclitaxel,KANSL3
Paclitaxel,FAM178B
Paclitaxel,DKK2
Paclitaxel,ANO4
Paclitaxel,SPRYD4
Paclitaxel,FAM198A
Paclitaxel,MAT1A
Paclitaxel,UBQLN1
Paclitaxel,KCNK6
Paclitaxel,IKZF3
Palbociclib,PRAMEF12
Palbociclib,INSL4
Palbociclib,IKZF3
Palbociclib,DNTT
Palbociclib,LASP1
Palbociclib,DDX52
Palbociclib,ZSCAN4
Palbociclib,TADA2A
Palbociclib,FPR3
Palbociclib,TNFSF8
Palbociclib,NHLH2
Palbociclib,SOCS7
Palbociclib,SYNRG
Palbociclib,RBM46
Palbociclib,LINC00085
Palbociclib,DUSP14
Palbociclib,MS4A1
Palbociclib,TOB2P1
Palbociclib,OR10J5
Palbociclib,FOPNL
Palbociclib,TCL1A
Palbociclib,ST6GALNAC1
Palbociclib,PKIA
Palbociclib,SLC6A14
Palbociclib,PSMD3
Palbociclib,CHCHD10
Palbociclib,SSU72P8
Palbociclib,IGLL1
Palbociclib,SAE1
Palbociclib,DBX2
Palbociclib,MAT1A
Palbociclib,NCR3
Palbociclib,HPS4
Palbociclib,PTPN21
Palbociclib,DKK2
Palbociclib,RNF150
Palbociclib,RNF2
Palbociclib,RETSAT
Palbociclib,Unnamed: 17137
Palbociclib,PPP1R3B
Palbociclib,DNAJC5G
Palbociclib,ARHGDIA
Palbociclib,TCN1
Palbociclib,BRSK1
Palbociclib,TFF2
Palbociclib,CCRL2
Palbociclib,IGJ
