Drug,Gene
Lestaurtinib,ADH1C
Lestaurtinib,POMP
Lestaurtinib,SCN9A
Lestaurtinib,EPGN
Lestaurtinib,DOCK8
Lestaurtinib,HELZ2
Lestaurtinib,SLC5A1
Lestaurtinib,BCL2L15
Lestaurtinib,CD14
Lestaurtinib,DUSP11
Lestaurtinib,CST2
Lestaurtinib,SERPINB3
Lestaurtinib,COQ10B
Lestaurtinib,CARD8
Lestaurtinib,RASA3
Lestaurtinib,RPL34-AS1
Lestaurtinib,ANKFY1
Lestaurtinib,C22orf15
Lestaurtinib,TSPAN14
Lestaurtinib,SERPINB4
Lestaurtinib,C4orf6
Lestaurtinib,IRF2
Lestaurtinib,ACRC
Lestaurtinib,KIAA1704
Lestaurtinib,RNF2
Lestaurtinib,ZZEF1
Lestaurtinib,FBXW11
Lestaurtinib,LRRC4
Lestaurtinib,PLD6
Lestaurtinib,CD180
Lestaurtinib,CSRNP1
Lestaurtinib,FAM151B
Lestaurtinib,POLR2K
Lestaurtinib,ZNF547
Lestaurtinib,FSTL5
Lestaurtinib,OTOP3
Lestaurtinib,TAF6
Lestaurtinib,TSHZ2
Lestaurtinib,NTS
Lestaurtinib,DEFB128
Lestaurtinib,FGF4
Lestaurtinib,TGM5
Lestaurtinib,CCDC172
Lestaurtinib,SLC17A6
Lestaurtinib,RAB39B
Lestaurtinib,PLCXD3
Lestaurtinib,TTC19
Lestaurtinib,HHAT
Lestaurtinib,DEXI
Lestaurtinib,SMARCA5
Lestaurtinib,IL26
Lestaurtinib,ITPR3
Lestaurtinib,TSC22D1
Lestaurtinib,JRK
Lestaurtinib,A1BG
Lestaurtinib,ZNF548
Lestaurtinib,KPRP
Lestaurtinib,GBP6
Lestaurtinib,PAQR4
Lestaurtinib,WFDC12
Lestaurtinib,STPG1
Lestaurtinib,USP22
Lestaurtinib,NCOR1
Lestaurtinib,C20orf96
Lestaurtinib,ISLR
Lestaurtinib,SRP19
Lestaurtinib,MLST8
Lestaurtinib,EPHB6
Lestaurtinib,UCP2
Linsitinib,POU5F1P3
Linsitinib,UBE2U
Linsitinib,FN3KRP
Linsitinib,DYDC2
Linsitinib,PYCARD
Linsitinib,GSC
Linsitinib,CCR6
Linsitinib,TMCO2
Linsitinib,NAALADL2
Linsitinib,HIST1H2BN
Linsitinib,DNASE1L1
Linsitinib,HIST1H2BF
Linsitinib,STPG1
Linsitinib,RFK
Linsitinib,IQCG
Linsitinib,TFE3
Linsitinib,DNAJA4
Linsitinib,OR52J3
Linsitinib,CASP6
Linsitinib,P2RY14
Linsitinib,KBTBD12
Linsitinib,FAIM
Linsitinib,GRIA4
Linsitinib,FTO
Linsitinib,ZIK1P1
Linsitinib,KLB
Linsitinib,SLC1A4
Linsitinib,PPP1R3F
Linsitinib,TMEM106C
Linsitinib,FAM127C
Linsitinib,CTSL1
Linsitinib,HIST1H1D
Linsitinib,ST6GALNAC2
Linsitinib,C4orf32
Linsitinib,OR5D14
Linsitinib,SP8
Linsitinib,GNA13
Linsitinib,AP1AR
Linsitinib,HIST1H4E
Linsitinib,MYL6
Linsitinib,EXO5
Linsitinib,BEND4
Linsitinib,TMEM181
Linsitinib,FGG
Linsitinib,PAK2
Linsitinib,ZYX
Linsitinib,ADAMTS3
Linsitinib,RETSAT
Linsitinib,H2AFZ
Linsitinib,GCSAM
Linsitinib,SEZ6L
Linsitinib,CTSZ
Linsitinib,ASTE1
Linsitinib,VCP
Linsitinib,RNASEH2B
Linsitinib,SIVA1
Linsitinib,GPCPD1
Linsitinib,PKIA
Linsitinib,IL1RL2
Linsitinib,PPP1R21
Linsitinib,FHL2
Linsitinib,RLN2
Linsitinib,AXDND1
Linsitinib,LASP1
Linsitinib,OR5AN1
Linsitinib,ADAT2
Linsitinib,ACOT8
Linsitinib,TAF13
Linsitinib,TCL1A
Linsitinib,BTF3
Linsitinib,PSPC1
Linsitinib,MBNL3
Linsitinib,PTCD2
Linsitinib,MB21D2
Linsitinib,EVI5
Linsitinib,RCAN3
Linsitinib,PIGR
Linsitinib,HEY2
Linsitinib,CETN2
Linsitinib,ATG4C
Linsitinib,HIST1H2AL
Linsitinib,PLK4
Linsitinib,URB1
Linsitinib,NBL1
Linsitinib,SYNGAP1
Linsitinib,TNS3
Linsitinib,NAPSA
Linsitinib,ZMAT3
Linsitinib,LRRC45
Linsitinib,HIST1H2AM
Linsitinib,HIST1H3F
Linsitinib,TEF
Linsitinib,C9orf139
Linsitinib,FGB
Linsitinib,HN1
Linsitinib,CALML5
Linsitinib,KLKB1
Linsitinib,SIAH2
Linsitinib,ACADM
Linsitinib,CLDND2
MG-132,FOXI2
MG-132,CTNNA1
MG-132,PCDH8
MG-132,DEFB126
MG-132,SPATA31D1
MG-132,PILRA
MG-132,ZYG11B
MG-132,LPAR6
MG-132,SP4
MG-132,OTUD4
MG-132,CD226
MG-132,AXDND1
MG-132,ODAM
MG-132,L3MBTL4
MG-132,SCFD2
MG-132,CD52
MG-132,Unnamed: 16848
MG-132,P2RY14
MG-132,CHCHD5
MG-132,SSU72P8
MG-132,TBX21
MG-132,ZSCAN4
MG-132,Unnamed: 17145
MG-132,T
MG-132,TNFSF8
MG-132,RASGRP1
MG-132,IL4
MG-132,HECW2
MG-132,GTF2A1
MG-132,ABCB7
MG-132,TNFSF13B
MG-132,PPP1R3B
MG-132,ESCO1
MG-132,NHLH2
MG-132,ZNF480
MG-132,RNF150
MG-132,ZNF668
MG-132,STIM2
MG-132,FBXO39
MG-132,TAS1R3
MG-132,IGLL1
MG-132,APMAP
MG-132,UBXN2A
MG-132,KIDINS220
MG-132,CD2BP2
MG-132,C21orf58
MG-132,MS4A1
MG-132,SYN2
MG-132,FGF16
MG-132,PAPSS1
MG-132,VPREB1
MG-132,HAPLN3
MG-132,APOA4
MG-132,IZUMO1
MG-132,OR11G2
MG-132,INSL4
MG-132,FAM26F
MG-132,PRAMEF12
MG-132,EMC4
MG-132,GAB2
MG-132,PTPN21
MG-132,CA4
MG-132,LDHC
MG-132,LEUTX
MG-132,TBL1Y
MG-132,TNFSF15
MG-132,YIPF3
MG-132,PIAS4
MG-132,PAPPA2
MG-132,SRRM1
MG-132,ARMC9
MG-132,FRMPD1
MG-132,NR2C2
MG-132,RHD
MG-132,ATRX
MG-132,TFF2
MG-132,TMEM31
MG-132,FPR3
MG-132,WNT1
MG-132,GTSF1L
MG-132,S100A7A
MG-132,Unnamed: 1749
MG-132,APOL2
MG-132,KHDC3L
MG-132,MRGPRX2
MG-132,BSND
MG-132,FAM153C
MG-132,MAT1A
MG-132,NCLN
MG-132,MFGE8
MG-132,NWD1
MG-132,HCN1
MG-132,MTUS2
MG-132,RND2
MG-132,ELOVL5
MG-132,RUNDC3B
MG-132,ZNF77
MG-132,NLRX1
MG-132,PHC3
MG-132,RNF115
MIRA-1,SP8
MIRA-1,Unnamed: 16484
MIRA-1,AGK
MIRA-1,HSPB7
MIRA-1,TRMT13
MIRA-1,ZDHHC4
MIRA-1,WDR67
MIRA-1,LINC00035
MIRA-1,DERL1
MIRA-1,NR4A3
MIRA-1,IP6K3
MIRA-1,STAB1
MIRA-1,SNAPC2
MIRA-1,MAGEB2
MIRA-1,CCNK
MIRA-1,ZNHIT1
MIRA-1,OTUD6B
MIRA-1,Unnamed: 17349
MIRA-1,VAMP4
MIRA-1,TMEM65
MIRA-1,METTL2B
MIRA-1,DCHS2
MIRA-1,UBE2G2
MIRA-1,LINC00085
MIRA-1,HYI
MIRA-1,BHLHA15
MIRA-1,ORC5
MIRA-1,ZIK1P1
MIRA-1,RINT1
MIRA-1,PMM2
MIRA-1,SLC9A3R2
MIRA-1,OTOR
MIRA-1,LMO1
MIRA-1,SPANXN2
MIRA-1,RBM28
MIRA-1,LSAMP
MIRA-1,MS4A1
MIRA-1,C8orf76
MIRA-1,CREB3L2
MIRA-1,DECR1
MIRA-1,KEAP1
MIRA-1,IL12A
MIRA-1,NCR3
MIRA-1,SYT15
MIRA-1,WDYHV1
MIRA-1,DCAF4L2
MIRA-1,TADA2A
MIRA-1,TMCO2
MIRA-1,GK2
MIRA-1,TMUB1
MIRA-1,GPC5
MIRA-1,DIO1
MIRA-1,ZNF800
MIRA-1,SBDS
MIRA-1,PRM2
MIRA-1,POU5F1P3
MIRA-1,FAM91A1
MIRA-1,TCEANC2
MIRA-1,NIPA1
MIRA-1,ORM1
MIRA-1,GOLGA8A
MIRA-1,YKT6
MIRA-1,PDAP1
MIRA-1,ZSCAN4
MIRA-1,DOK4
MIRA-1,SRPK2
MIRA-1,JPH1
MIRA-1,TMEM38B
MIRA-1,PTF1A
MIRA-1,EIF4E3
MIRA-1,CYSTM1
MIRA-1,TECPR1
MIRA-1,TMEM209
MIRA-1,TYW1
MIRA-1,OR2F2
MIRA-1,PLEKHA8
MIRA-1,LRRC43
MIRA-1,TECTA
MIRA-1,CES1P1
MIRA-1,ERVW-1
MIRA-1,ATP5F1
MIRA-1,HBG2
MIRA-1,THOC5
MIRA-1,ADH7
MIRA-1,FAM9A
MIRA-1,MRPL13
MIRA-1,TST
MIRA-1,DDX18
MIRA-1,GLTP
MIRA-1,IPPK
MIRA-1,PDCD7
MIRA-1,APOL1
MIRA-1,TFF2
MIRA-1,AKR1D1
MIRA-1,UMOD
MIRA-1,ZC3H4
MIRA-1,SKIDA1
MIRA-1,MYLK3
MIRA-1,SLFN13
MIRA-1,WDR7
MK-1775,RASGRP1
MK-1775,P2RY14
MK-1775,CALML5
MK-1775,AMOT
MK-1775,RCAN3
MK-1775,SPATA31D1
MK-1775,CNTD2
MK-1775,DUSP27
MK-1775,SCFD2
MK-1775,GP6
MK-1775,FSTL4
MK-1775,SP4
MK-1775,RASA3
MK-1775,GAS2L2
MK-1775,GALM
MK-1775,PCDH8
MK-1775,KHDC3L
MK-1775,FAM107A
MK-1775,AKAP4
MK-1775,PPP1R3B
MK-1775,GABBR2
MK-1775,GDF10
MK-1775,CXorf40A
MK-1775,FAM19A3
MK-1775,ESF1
MK-1775,WNT2
MK-1775,NUDT15
MK-1775,FAM24A
MK-1775,RORA
MK-1775,C19orf57
MK-1775,MGA
MK-1775,KLF1
MK-1775,FEV
MK-1775,SLC4A9
MK-1775,LPL
MK-1775,LRCH4
MK-1775,MYOZ1
MK-1775,LINC00341
MK-1775,C11orf94
MK-1775,HEY2
MK-1775,TCL1A
MK-1775,TMEM31
MK-1775,ATP10A
MK-1775,NFKB1
MK-1775,TMEM223
MK-1775,ARMC9
MK-1775,HEYL
MK-1775,TMEM185A
MK-1775,FGD1
MK-1775,IKBKAP
MK-1775,RUNDC3B
MK-1775,Unnamed: 16578
MK-1775,SHISA7
MK-1775,C1QBP
MK-1775,MT1E
MK-1775,MEGF10
MK-1775,OR1L1
MK-1775,WDR16
MK-1775,VPREB1
MK-1775,DBNDD1
MK-1775,SLC16A11
MK-1775,FPR3
MK-1775,H2AFY
MK-1775,SLC39A4
MK-1775,ENGASE
MK-1775,Unnamed: 8618
MK-1775,LALBA
MK-1775,ST3GAL2
MK-1775,MGME1
MK-1775,AGXT2
MK-1775,DSC1
MK-1775,PCM1
MK-1775,TAF6
MK-1775,SCAF8
MK-1775,WASF2
MK-1775,NUS1
MK-1775,PLEKHG4B
MK-1775,AUP1
MK-1775,RNF150
MK-1775,BTNL3
MK-1775,C9orf173
MK-1775,CD52
MK-1775,EMD
MK-1775,HIC1
MK-1775,SIGIRR
MK-1775,CTC1
MK-1775,CXCR4
MK-1775,ANKRD45
MK-1775,EFNB2
MK-1775,KAT2A
MK-1775,VPS11
MK-1775,FLVCR1
MK-1775,GPR126
MK-1775,NEUROG2
MK-1775,SCP2D1
MK-1775,Unnamed: 17145
MK-1775,KIAA0368
MK-1775,UGT3A1
MK-1775,GK5
MK-1775,OR7D2
MK-2206,CYP1A1
MK-2206,CTSH
MK-2206,Unnamed: 16538
MK-2206,CCBL2
MK-2206,DBX2
MK-2206,KIAA0430
MK-2206,PHYH
MK-2206,TRBV10-2
MK-2206,FAM134A
MK-2206,SIAH1
MK-2206,OR4F6
MK-2206,DEXI
MK-2206,HTT
MK-2206,NREP
MK-2206,BRD7P3
MK-2206,GOLGA8A
MK-2206,HSP90B3P
MK-2206,CENPT
MK-2206,RAB41
MK-2206,TRHR
MK-2206,SCAPER
MK-2206,ANKEF1
MK-2206,KRTAP4-11
MK-2206,PHF21A
MK-2206,CPEB2
MK-2206,TLCD1
MK-2206,FAM101A
MK-2206,FOPNL
MK-2206,METTL22
MK-2206,RTN4RL1
MK-2206,ATP6V0A1
MK-2206,CDNF
MK-2206,TCEAL2
MK-2206,CCDC152
MK-2206,OR5G5P
MK-2206,BCS1L
MK-2206,TESK2
MK-2206,UBL7
MK-2206,RHOQ
MK-2206,OR9A2
MK-2206,THEM5
MK-2206,CLEC14A
MK-2206,RGS8
MK-2206,ZC3HC1
MK-2206,STK32B
MK-2206,PPCDC
MK-2206,FBXO40
MK-2206,NSRP1
MK-2206,SFTPD
MK-2206,KRT3
MK-2206,HRASLS5
MK-2206,TMEM235
MK-2206,TEK
MK-2206,OR4C11
MK-2206,RCN2
MK-2206,IGFBP5
MK-2206,WDR41
MK-2206,AQP9
MK-2206,COG7
MK-2206,DCP2
MK-2206,ISX
MK-2206,MED11
MK-2206,COL14A1
MK-2206,MGST2
MK-2206,ADCY9
MK-2206,C1orf228
MK-2206,BRIP1
MK-2206,NFATC3
MK-2206,UBE2D3
MK-2206,TIGD1
MK-2206,SBDS
MK-2206,LSMD1
MK-2206,OR5M3
MK-2206,ZNF805
MK-2206,RABL3
MK-2206,RHO
MK-2206,PPM1E
MK-2206,PNP
MK-2206,GSTA4
MK-2206,ARID3B
MK-2206,RFPL1
MK-2206,HTR3E
MK-2206,OR4F13P
MK-2206,ETFA
MK-2206,GEMIN6
MK-2206,SRP19
MK-2206,ANKZF1
MK-2206,DUSP6
MK-2206,GPRC5A
MK-2206,ZNF263
MK-2206,C18orf8
MK-2206,OR5AR1
MK-2206,KIF13B
MK-2206,ANGPT1
MK-2206,THAP10
MK-2206,HNRNPA1L2
MK-2206,PPM1G
MK-2206,MAP4K3
MK-2206,OVCH1
MK-2206,CAPS2
MK-8776,NACAD
MK-8776,CXorf40A
MK-8776,RNASE9
MK-8776,CETN2
MK-8776,EMD
MK-8776,CLCN4
MK-8776,ABHD6
MK-8776,LRFN4
MK-8776,DIS3L2
MK-8776,FAM127A
MK-8776,HSPA12A
MK-8776,ASGR1
MK-8776,C2orf53
MK-8776,GAS2L2
MK-8776,NKAIN4
MK-8776,RXRG
MK-8776,NIPSNAP3B
MK-8776,CLCN6
MK-8776,LDLRAP1
MK-8776,VPRBP
MK-8776,CALY
MK-8776,TMC8
MK-8776,MCOLN3
MK-8776,AGAP4
MK-8776,OR5T3
MK-8776,ARAP3
MK-8776,STXBP1
MK-8776,COCH
MK-8776,CREB3
MK-8776,MGP
MK-8776,PPP1R3B
MK-8776,MAP2
MK-8776,CCSER1
MK-8776,TDRD10
MK-8776,C3orf52
MK-8776,SV2A
MK-8776,MED31
MK-8776,FAM211A
MK-8776,ASPRV1
MK-8776,IGDCC4
MK-8776,C1QBP
MK-8776,PELP1
MK-8776,MID2
MK-8776,SAMD4B
MK-8776,DTWD2
MK-8776,SH3TC1
MK-8776,MED29
MK-8776,TEDDM1
MK-8776,GJA3
MK-8776,PAQR3
MK-8776,FAM3A
MK-8776,CACNG3
MK-8776,PCSK4
MK-8776,RASA3
MK-8776,KAT2A
MK-8776,STARD13
MK-8776,KCNH8
MK-8776,EEPD1
MK-8776,GTF2IRD1
MK-8776,RHOC
MK-8776,SMOC2
MK-8776,ITGA1
MK-8776,Unnamed: 5287
MK-8776,CLYBL
MK-8776,C20orf118
MK-8776,MAOB
MK-8776,CDX1
MK-8776,SIT1
MK-8776,SPINT3
MK-8776,SIRPG
MK-8776,CCL25
MK-8776,DNAH12
MK-8776,LRRC37A5P
MK-8776,PIWIL4
MK-8776,ILDR1
MK-8776,N4BP2L1
MK-8776,BZRAP1
MK-8776,SPRYD3
MK-8776,ATP6AP1
MK-8776,KCNIP3
MK-8776,CYP26C1
MK-8776,SYTL2
MK-8776,NOTUM
MK-8776,NTNG2
MK-8776,OR10A2
MK-8776,LRRIQ3
MK-8776,CTAG2
MK-8776,GYLTL1B
MK-8776,PCBP3
MK-8776,CEACAM18
MK-8776,CPNE9
MK-8776,SATB2
MK-8776,TFAP2A
MK-8776,KIF5A
MK-8776,FCGR2B
MK-8776,GP6
MK-8776,ZFP36
MK-8776,APOC1
MK-8776,EFNB3
MK-8776,SCGB1D2
Motesanib,C1orf228
Motesanib,ZSCAN4
Motesanib,SIGLEC7
Motesanib,PRAMEF12
Motesanib,SLC6A14
Motesanib,FPR3
Motesanib,MS4A1
Motesanib,PCDH8
Motesanib,LINC00085
Motesanib,SSU72P8
Motesanib,PPP1R3B
Motesanib,INSL4
Motesanib,RCAN3
Motesanib,TNNC2
Motesanib,ZNF844
Motesanib,TNFSF8
Motesanib,CALML5
Motesanib,TCL1A
Motesanib,NHLH2
Motesanib,VPREB1
Motesanib,IKZF3
Motesanib,TADA2A
Motesanib,TFF2
Motesanib,ST6GALNAC1
Motesanib,TBX21
Motesanib,TMEM38B
Motesanib,STPG1
Motesanib,TOB2
Motesanib,KCNG4
Motesanib,NCKAP1L
Motesanib,SOCS7
Motesanib,CIDEA
Motesanib,SEMA3F
Motesanib,RETSAT
Motesanib,RNF20
Motesanib,TCN1
Motesanib,UBE2G2
Motesanib,SPA17
Motesanib,OR2M7
Motesanib,SYNGAP1
Motesanib,LCE2D
Motesanib,DNTT
Motesanib,PPAT
Motesanib,CCR6
Motesanib,SAG
Motesanib,SLC28A2
Motesanib,Unnamed: 17145
Motesanib,MAT1A
Motesanib,IGLL1
Motesanib,IGJ
Motesanib,ANKRD9
Motesanib,TLR5
Motesanib,LDHC
Motesanib,ODF3B
Motesanib,GPRIN2
Motesanib,DSC2
Motesanib,C9orf139
Motesanib,NFKBID
Motesanib,CD164L2
Motesanib,DPT
Motesanib,PRAMEF2
Motesanib,IKBKAP
Motesanib,FES
Motesanib,ZNF701
Motesanib,TNFSF15
Motesanib,FPR1
Motesanib,CHN1
Motesanib,SERPINA3
Motesanib,TMCO2
Motesanib,ALPK1
Motesanib,KRTAP19-3
Motesanib,CMTM8
Motesanib,COPS8
Motesanib,PKP3
Motesanib,MBNL3
Motesanib,IL17RA
Motesanib,AKAP5
Motesanib,GAS2L2
Motesanib,CNTD2
Motesanib,ADAMTS3
Motesanib,SLC9B1
Motesanib,ELOVL5
Motesanib,KBTBD12
Motesanib,CRB3
Motesanib,FBXO39
Motesanib,SNX19
Motesanib,PSMD3
Motesanib,RHPN2
Motesanib,TACR2
Motesanib,RTP4
Motesanib,SLFN5
Motesanib,GCSAM
Motesanib,TEX37
Motesanib,BTF3
Motesanib,CORO2A
Motesanib,SYNRG
Motesanib,H1FX-AS1
Motesanib,HEY2
Motesanib,MUC12
Motesanib,CHCHD5
NU7441,GALNT14
NU7441,AXDND1
NU7441,RCAN3
NU7441,ATP8B2
NU7441,GOLGA8A
NU7441,SCFD2
NU7441,C19orf57
NU7441,PCCA
NU7441,STPG1
NU7441,SLC38A8
NU7441,IL1RL2
NU7441,SAA3P
NU7441,FBXO39
NU7441,PPAT
NU7441,NXPE2
NU7441,CYP4F22
NU7441,OR7E24
NU7441,LRIT1
NU7441,AVPR1B
NU7441,ERN1
NU7441,GUCY1B3
NU7441,IFNA16
NU7441,APOL5
NU7441,IQCF2
NU7441,OR10G3
NU7441,AHSG
NU7441,OPCML
NU7441,CCL14
NU7441,FAHD1
NU7441,CLLU1OS
NU7441,DCAF4L1
NU7441,BTF3
NU7441,OR2M5
NU7441,SYT4
NU7441,R3HDM4
NU7441,PCOLCE
NU7441,CORIN
NU7441,PGM5
NU7441,CC2D1B
NU7441,Unnamed: 16848
NU7441,CCDC172
NU7441,NDUFAF2
NU7441,CENPT
NU7441,TOMM40
NU7441,MFSD7
NU7441,IPCEF1
NU7441,ODF3B
NU7441,HLA-DQA1
NU7441,WNT8B
NU7441,GIMAP6
NU7441,PDCD1
NU7441,MUC12
NU7441,ITGB7
NU7441,APOA4
NU7441,GPR62
NU7441,IGFBP5
NU7441,HILS1
NU7441,CDHR2
NU7441,MKI67IP
NU7441,ITIH3
NU7441,GDPD2
NU7441,LILRA5
NU7441,ATP5F1
NU7441,CERS4
NU7441,SCAF11
NU7441,ASGR2
NU7441,SNAPC2
NU7441,HYI
NU7441,RAB40A
NU7441,ADCY9
NU7441,KIF2B
NU7441,COMMD10
NU7441,SCAF4
NU7441,UGT2B11
NU7441,BTBD17
NU7441,TRPM3
NU7441,CST2
NU7441,CA4
NU7441,GK3P
NU7441,CA12
NU7441,NOP16
NU7441,UBE2G2
NU7441,RBM27
NU7441,KRTAP5-3
NU7441,DPP4
NU7441,ZNF701
NU7441,CLTCL1
NU7441,MRPS33
NU7441,OR5AN1
NU7441,ETV6
NU7441,C19orf71
NU7441,Unnamed: 17542
NU7441,GIPC2
NU7441,UTP15
NU7441,AIM2
NU7441,SPTBN5
NU7441,CHPF2
NU7441,ASB17
NU7441,EMC7
NU7441,KRT73
Navitoclax,NTRK1
Navitoclax,SPSB4
Navitoclax,TMPRSS6
Navitoclax,BRSK2
Navitoclax,NR5A1
Navitoclax,SOGA1
Navitoclax,SCRT1
Navitoclax,SLC25A19
Navitoclax,MYH4
Navitoclax,ZNF483
Navitoclax,PCDH8
Navitoclax,SHANK2-AS3
Navitoclax,FAM71A
Navitoclax,DIRAS1
Navitoclax,DUSP8
Navitoclax,NUDT13
Navitoclax,SIGLEC7
Navitoclax,C2orf82
Navitoclax,ANO6
Navitoclax,PLEKHD1
Navitoclax,C1orf222
Navitoclax,FAM47B
Navitoclax,SLC35E2
Navitoclax,ZAR1
Navitoclax,PDDC1
Navitoclax,DCAF7
Navitoclax,LALBA
Navitoclax,ASPG
Navitoclax,HNRNPCL1
Navitoclax,PRPSAP1
Navitoclax,CXCR4
Navitoclax,KRT73
Navitoclax,GGN
Navitoclax,MIF4GD
Navitoclax,Unnamed: 17720
Navitoclax,RELL1
Navitoclax,PSMA8
Navitoclax,HAPLN2
Navitoclax,SLC26A9
Navitoclax,TFG
Navitoclax,CCDC134
Navitoclax,BSND
Navitoclax,BCL6
Navitoclax,SEPT9
Navitoclax,TNFRSF10A
Navitoclax,CEP104
Navitoclax,SIGLEC10
Navitoclax,NR1I3
Navitoclax,CD164L2
Navitoclax,GFRA2
Navitoclax,PNLIPRP1
Navitoclax,OMG
Navitoclax,ZNF432
Navitoclax,TBX4
Navitoclax,CIDEA
Navitoclax,GJC3
Navitoclax,C2CD3
Navitoclax,TP73-AS1
Navitoclax,WDR49
Navitoclax,PALD1
Navitoclax,ESR2
Navitoclax,TGM7
Navitoclax,KCNA4
Navitoclax,PPARGC1A
Navitoclax,BPGM
Navitoclax,SPATA31D1
Navitoclax,SULF2
Navitoclax,RPTOR
Navitoclax,SLC25A22
Navitoclax,NENF
Navitoclax,CCR7
Navitoclax,DSPP
Navitoclax,GDPD2
Navitoclax,FGF16
Navitoclax,TBX21
Navitoclax,BTNL3
Navitoclax,Unnamed: 17145
Navitoclax,FUBP3
Navitoclax,ZNF501
Navitoclax,C5orf47
Navitoclax,SCNN1D
Navitoclax,GDAP2
Navitoclax,AMZ2
Navitoclax,IZUMO2
Navitoclax,ZNF28
Navitoclax,L1TD1
Navitoclax,TMEM196
Navitoclax,SCN11A
Navitoclax,YME1L1
Navitoclax,TMOD3
Navitoclax,EBF2
Navitoclax,SYCE3
Navitoclax,TPRX1
Navitoclax,Unnamed: 17725
Navitoclax,LILRB1
Navitoclax,AHNAK
Navitoclax,NES
Navitoclax,CNBD2
Navitoclax,PATE4
Navitoclax,ASMT
Nilotinib,MRPS12
Nilotinib,UTP15
Nilotinib,TMEM106B
Nilotinib,C4orf22
Nilotinib,RIOK2
Nilotinib,PHAX
Nilotinib,SCRN1
Nilotinib,ARHGAP31
Nilotinib,COL23A1
Nilotinib,BYSL
Nilotinib,NCAM1
Nilotinib,ETF1
Nilotinib,EXOSC5
Nilotinib,SMG7
Nilotinib,TBC1D25
Nilotinib,TMPRSS11D
Nilotinib,SLC15A4
Nilotinib,SRPRB
Nilotinib,ITGA10
Nilotinib,PMS2CL
Nilotinib,ADAMTS3
Nilotinib,CCNDBP1
Nilotinib,STPG1
Nilotinib,NDUFAF2
Nilotinib,SRP19
Nilotinib,CCL2
Nilotinib,MICALL2
Nilotinib,FKBPL
Nilotinib,OR10G9
Nilotinib,STOM
Nilotinib,XIRP2
Nilotinib,MLIP
Nilotinib,RPS19
Nilotinib,TAGLN3
Nilotinib,UTP11L
Nilotinib,EIF3K
Nilotinib,XKR5
Nilotinib,PLEK2
Nilotinib,ABCF2
Nilotinib,RFT1
Nilotinib,CHD1
Nilotinib,TNFRSF14
Nilotinib,CPA2
Nilotinib,DHX29
Nilotinib,ALDH9A1
Nilotinib,FAM151B
Nilotinib,GPATCH4
Nilotinib,MRPL14
Nilotinib,SRF
Nilotinib,RAPGEF6
Nilotinib,PAK7
Nilotinib,NOM1
Nilotinib,TMEM246
Nilotinib,TNNI1
Nilotinib,CHD4
Nilotinib,BAZ2B
Nilotinib,Unnamed: 16538
Nilotinib,MKI67IP
Nilotinib,FBXO10
Nilotinib,NFIB
Nilotinib,HTR1D
Nilotinib,C11orf84
Nilotinib,LINC00596
Nilotinib,MRPS10
Nilotinib,XPO4
Nilotinib,KLK14
Nilotinib,PMS2
Nilotinib,BPI
Nilotinib,LARS
Nilotinib,WDR46
Nilotinib,FGF23
Nilotinib,SYT4
Nilotinib,AXDND1
Nilotinib,DNPH1
Nilotinib,RCAN3
Nilotinib,Unnamed: 4727
Nilotinib,TBCA
Nilotinib,SAG
Nilotinib,GAR1
Nilotinib,HRCT1
Nilotinib,DNAJA4
Nilotinib,NLRP2
Nilotinib,CCIN
Nilotinib,IPO11
Nilotinib,GLRX2
Nilotinib,C19orf47
Nilotinib,TPTE2
Nilotinib,TMPRSS11B
Nilotinib,ACVR1C
Nilotinib,ARAP3
Nilotinib,UFC1
Nilotinib,TUSC5
Nilotinib,ABCC12
Nilotinib,GPR101
Nilotinib,PTPN6
Nilotinib,SERPINB9
Nilotinib,ACSBG2
Nilotinib,RPS14
Nilotinib,HMOX1
Nilotinib,PTER
Nutlin-3a (-),EPPK1
Nutlin-3a (-),DSP
Nutlin-3a (-),CR1L
Nutlin-3a (-),VN1R4
Nutlin-3a (-),SNAP25
Nutlin-3a (-),NCAM1
Nutlin-3a (-),IDO2
Nutlin-3a (-),MMP16
Nutlin-3a (-),AFP
Nutlin-3a (-),TTC23
Nutlin-3a (-),GPC6
Nutlin-3a (-),FBXO10
Nutlin-3a (-),OR1D2
Nutlin-3a (-),IL26
Nutlin-3a (-),LGALS3BP
Nutlin-3a (-),MAK
Nutlin-3a (-),STAP2
Nutlin-3a (-),RSPO2
Nutlin-3a (-),PERP
Nutlin-3a (-),UAP1
Nutlin-3a (-),SFRP2
Nutlin-3a (-),FUCA1
Nutlin-3a (-),UHMK1
Nutlin-3a (-),NT5DC1
Nutlin-3a (-),NEDD9
Nutlin-3a (-),SDHB
Nutlin-3a (-),HCN1
Nutlin-3a (-),SMARCE1
Nutlin-3a (-),AARD
Nutlin-3a (-),ZNF521
Nutlin-3a (-),KCNK12
Nutlin-3a (-),KCNIP1
Nutlin-3a (-),TROVE2
Nutlin-3a (-),HTR2A
Nutlin-3a (-),NTRK3
Nutlin-3a (-),PURG
Nutlin-3a (-),NECAB1
Nutlin-3a (-),P4HA3
Nutlin-3a (-),LHFPL5
Nutlin-3a (-),OR8S1
Nutlin-3a (-),POP1
Nutlin-3a (-),AVIL
Nutlin-3a (-),TTC26
Nutlin-3a (-),KRTAP2-4
